""Prd.code (SKU)""	""Company""	""Naam intern""	""Standaard leverancier""	""Productgroep""	""Werksoort""	""Kostenplaats""	""Uursoort""	""Kortingsgroep""	""Valuta""	""Verkoopprijs product (standaard)""
""MSGENTN-O0250""	""MUN""	""Portal license outdoor network upto 250 sensors, incl. 10 accounts, non-recurring""	""""	""ISNN InsightNow Network, non recurring""	""""	""""	""""	""""	""""	""1.500,00""
""MSGENTN-O025A""	""MUN""	""Portal license outdoor network with 25 accounts, non-recurring""	""""	""ISNN InsightNow Network, non recurring""	""""	""""	""""	""""	""""	""1.000,00""
""MSGENTN-O1000""	""MUN""	""Portal license outdoor network upto 1000 sensors, incl. 25 accounts, non-recurring""	""""	""ISPN InsightNow Platform, non-recurring""	""""	""""	""""	""""	""""	""2.500,00""
""MSGENTRH-O0010""	""MUN""	""Portal usage outdoor network upto 10 sensors, incl. 2 accounts, per 6 months""	""""	""ISPRH InsightNow Platform, recurring per 6 months""	""""	""""	""""	""""	""""	""150,00""
""MSGENTRQ-I0010""	""MUN""	""Portal usage indoor network upto 10 sensors, incl. 2 accounts, per 3 months""	""""	""ISPRQ InsightNow Platform, recurring per 3 months""	""""	""""	""""	""""	""""	""0,00""
""MSGENTRQ-I0025""	""MUN""	""Portal usage indoor network upto 25 sensors, incl. 5 accounts, per 3 months""	""""	""ISPRQ InsightNow Platform, recurring per 3 months""	""""	""""	""""	""""	""""	""0,00""
""MSGENTRQ-I0100""	""MUN""	""Portal usage indoor network upto 100 sensors, incl. 5 accounts, per 3 months""	""""	""ISPRQ InsightNow Platform, recurring per 3 months""	""""	""""	""""	""""	""""	""0,00""
""MSGENTRQ-I0250""	""MUN""	""Portal usage indoor network upto 250 sensors, incl. 10 accounts, per 3 months""	""""	""ISPRQ InsightNow Platform, recurring per 3 months""	""""	""""	""""	""""	""""	""0,00""
""MSGENTRQ-I0251""	""MUN""	""Portal usage indoor network upto 1000 sensors, incl. 25 accounts, per 3 months""	""""	""ISPRQ InsightNow Platform, recurring per 3 months""	""""	""""	""""	""""	""""	""0,00""
""MSGENTRQ-O0010""	""MUN""	""Portal usage outdoor network upto 10 sensors, incl. 2 accounts, per 3 months""	""""	""ISPRQ InsightNow Platform, recurring per 3 months""	""""	""""	""""	""""	""""	""75,00""
""MSGENTRQ-O0010""	""MUN""	""Portal usage outdoor network upto 10 sensors, incl. 2 accounts, per quarter""	""""	""ISPRQ InsightNow Platform, recurring per 3 months""	""""	""""	""""	""""	""""	""1,00""
""MSGENTRQ-O0025""	""MUN""	""Portal usage outdoor network upto 25 sensors, incl. 5 accounts, per 3 months""	""""	""ISPRQ InsightNow Platform, recurring per 3 months""	""""	""""	""""	""""	""""	""150,00""
""MSGENTRQ-O0100""	""MUN""	""Portal usage outdoor network upto 100 sensors, incl. 5 accounts, per 3 months""	""""	""ISPRQ InsightNow Platform, recurring per 3 months""	""""	""""	""""	""""	""""	""300,00""
""MSGENTRQ-O0250""	""MUN""	""Portal usage outdoor network upto 250 sensors, incl. 10 accounts, per 3 months""	""""	""ISPRQ InsightNow Platform, recurring per 3 months""	""""	""""	""""	""""	""""	""450,00""
""MSGENTRQ-O1000""	""MUN""	""Portal usage outdoor network upto 1000 sensors, incl. 25 accounts, per 3 months""	""""	""ISPRQ InsightNow Platform, recurring per 3 months""	""""	""""	""""	""""	""""	""750,00""
""MSGENTRY-I0010""	""MUN""	""Portal usage indoor network upto 10 sensors, incl. 2 accounts, per year""	""""	""ISPRY InsightNow Platform, recurring per year""	""""	""Noise""	""""	""""	""""	""0,00""
""MSGENTRY-I0025""	""MUN""	""Portal usage indoor network upto 25 sensors, incl. 5 accounts, per year""	""""	""ISPRY InsightNow Platform, recurring per year""	""""	""Noise""	""""	""""	""""	""0,00""
""MSGENTRY-I0100""	""MUN""	""Portal usage indoor network upto 100 sensors, incl. 5 accounts, per year""	""""	""ISPRY InsightNow Platform, recurring per year""	""""	""Noise""	""""	""""	""""	""0,00""
""MSGENTRY-I0250""	""MUN""	""Portal usage indoor network upto 250 sensors, incl. 10 accounts, per year""	""""	""ISPRY InsightNow Platform, recurring per year""	""""	""Noise""	""""	""""	""""	""0,00""
""MSGENTRY-I0251""	""MUN""	""Portal usage indoor network upto 1000 sensors, incl. 25 accounts, per year""	""""	""ISPRY InsightNow Platform, recurring per year""	""""	""Noise""	""""	""""	""""	""0,00""
""MSGENTRY-O0001""	""MUN""	""Portal usage outdoor network upto 1 sensor incl. 1 account, per year""	""""	""ISPRY InsightNow Platform, recurring per year""	""""	""Noise""	""""	""""	""""	""136,50""
""MSGENTRY-O0010""	""MUN""	""Portal usage outdoor network upto 10 sensors, incl. 2 accounts, per year""	""""	""ISPRY InsightNow Platform, recurring per year""	""""	""Noise""	""""	""""	""""	""346,50""
""MSGENTRY-O001A""	""MUN""	""Portal usage outdoor network with 1 account, per year""	""""	""ISPRY InsightNow Platform, recurring per year""	""""	""Noise""	""""	""""	""""	""120,00""
""MSGENTRY-O0025""	""MUN""	""Portal usage outdoor network upto 25 sensors, incl. 5 accounts, per year""	""""	""ISPRY InsightNow Platform, recurring per year""	""""	""Noise""	""""	""""	""""	""630,00""
""MSGENTRY-O005A""	""MUN""	""Portal usage outdoor network with 5 accounts, per year""	""""	""ISPRY InsightNow Platform, recurring per year""	""""	""Noise""	""""	""""	""""	""300,00""
""MSGENTRY-O0100""	""MUN""	""Portal usage outdoor network upto 100 sensors, incl. 5 accounts, per year""	""""	""ISPRY InsightNow Platform, recurring per year""	""""	""Noise""	""""	""""	""""	""1.200,00""
""MSGENTRY-O010A""	""MUN""	""Portal usage outdoor network with 10 accounts, per year""	""""	""ISPRY InsightNow Platform, recurring per year""	""""	""Noise""	""""	""""	""""	""600,00""
""MSGENTRY-O0250""	""MUN""	""Portal usage outdoor network upto 250 sensors, incl. 10 accounts, per year""	""""	""ISPRY InsightNow Platform, recurring per year""	""""	""Noise""	""""	""""	""""	""1.800,00""
""MSGENTRY-O025A""	""MUN""	""Portal usage outdoor network with 25 accounts, per year""	""""	""ISPRY InsightNow Platform, recurring per year""	""""	""Noise""	""""	""""	""""	""1.200,00""
""MSGENTRY-O1000""	""MUN""	""Portal usage outdoor network upto 1000 sensors, incl. 25 accounts, per year""	""""	""ISPRY InsightNow Platform, recurring per year""	""""	""Noise""	""""	""""	""""	""3.000,00""
""MSGMLMAN""	""MUN""	""Optie op Advanced  en Premium: GeluidSample Aquisitie ondersteuning en ML-deployment, eenmalig""	""""	""ISPN InsightNow Platform, non-recurring""	""""	""Noise""	""""	""""	""""	""2.500,00""
""MSGMLMAN""	""MUN""	""Optie op Professional en Expert: GeluidSample Aquisitie ondersteuning en ML-deployment""	""""	""ISPRY InsightNow Platform, recurring per year""	""""	""Noise""	""""	""""	""""	""2.500,00""
""MSGODLN""	""MUN""	""Configurating open data portal lite, non-recurring""	""""	""ISPN InsightNow Platform, non-recurring""	""""	""""	""""	""""	""""	""250,00""
""MSGODLRY""	""MUN""	""Open data portal (Creative Commons Licentie), lite (update once per 3 months) per meter, recurring, per year""	""""	""ISPRY InsightNow Platform, recurring per year""	""""	""""	""""	""""	""""	""5,50""
""MSGODN""	""MUN""	""Portal set-up cost for the Open Data interface (REST-API and AMQP message queue), non-recurring""	""""	""ISPN InsightNow Platform, non-recurring""	""""	""""	""""	""""	""""	""825,00""
""MSGODPN""	""MUN""	""Portal setup cost for the Open data interface  (REST-API and AMQP messageQueue), non-recurring""	""""	""ISPN InsightNow Platform, non-recurring""	""""	""""	""""	""""	""""	""866,25""
""MSGODPRQ""	""MUN""	""Open data interface, recurring, per 3 months""	""""	""ISPRM InsightNow Platform, recurring per month""	""""	""""	""""	""""	""""	""75,00""
""MSGODPRY""	""MUN""	""Open data portal (Creative Commons Licentie), premium (update once per day) per meter, recurring, per year""	""""	""ISPRY InsightNow Platform, recurring per year""	""""	""""	""""	""""	""""	""20,40""
""MSGODRY-010""	""MUN""	""Portal subscription for the Open Data interface  (REST-API and AMQP message queue) for 10 stations, per year""	""""	""ISPRY InsightNow Platform, recurring per year""	""""	""""	""""	""""	""""	""378,00""
""MSGODRY-025""	""MUN""	""Portal subscription for the Open Data interface (REST-API and AMQP message queue) for 25 stations, per year""	""""	""ISPRY InsightNow Platform, recurring per year""	""""	""""	""""	""""	""""	""750,75""
""MSGODRY-050""	""MUN""	""Portal subscription for the Open data interface (REST-API and AMQP message queue) for 50 stations, per year""	""""	""ISPRY InsightNow Platform, recurring per year""	""""	""""	""""	""""	""""	""1.149,75""
""MSGODSN""	""MUN""	""Configurating open data portal standard, non-recurring""	""""	""ISPN InsightNow Platform, non-recurring""	""""	""""	""""	""""	""""	""500,00""
""MSGODSRY""	""MUN""	""Open data portal (Creative Commons Licentie), standard (update once per week) per meter, recurring, per year""	""""	""ISPRY InsightNow Platform, recurring per year""	""diensten/abonnement""	""""	""""	""""	""""	""10,40""
""MSGSMPN-0001D""	""MUN""	""Acquire measurements class F (maximum sample frequency 1x per day), non-recurring""	""""	""ISPN InsightNow Platform, non-recurring""	""""	""""	""""	""""	""""	""12,50""
""MSGSMPN-0001H""	""MUN""	""Acquire measurements class D (maximum sample frequency 1x per hour), non-recurring""	""""	""ISPN InsightNow Platform, non-recurring""	""""	""""	""""	""""	""""	""12,50""
""MSGSMPN-0001M""	""MUN""	""Acquire measurements class B (maximum sample frequency 1x per minute), non-recurring""	""""	""ISPN InsightNow Platform, non-recurring""	""""	""""	""""	""""	""""	""25,00""
""MSGSMPN-0001S""	""MUN""	""Acquire measurements class A (maximum sample frequency 1x per second), non-recurring""	""""	""ISPN InsightNow Platform, non-recurring""	""""	""""	""""	""""	""""	""25,00""
""MSGSMPN-0004H""	""MUN""	""Acquire measurements class E (maximum sample frequency 1x per 4 hours), non-recurring""	""""	""ISPN InsightNow Platform, non-recurring""	""""	""""	""""	""""	""""	""12,50""
""MSGSMPN-0010M""	""MUN""	""Acquire measurements class C (maximum sample frequency 1x per 10 minutes), non-recurring""	""""	""ISPN InsightNow Platform, non-recurring""	""""	""""	""""	""""	""""	""12,50""
""MSGSMPN-100MS""	""MUN""	""Acquire measurements class AA (maximum sample frequency 10x per second), non-recurring""	""""	""ISPN InsightNow Platform, non-recurring""	""""	""""	""""	""""	""""	""25,00""
""MSGSMPRQ-0001D""	""MUN""	""Acquire measurements class F (maximum sample frequency 1x per day), per 3 months""	""""	""ISPRQ InsightNow Platform, recurring per 3 months""	""""	""""	""""	""""	""""	""1,50""
""MSGSMPRQ-0001H""	""MUN""	""Acquire measurements class D (maximum sample frequency 1x per hour), per 3 months""	""""	""ISPRQ InsightNow Platform, recurring per 3 months""	""""	""""	""""	""""	""""	""3,00""
""MSGSMPRQ-0001M""	""MUN""	""Acquire measurements class B (maximum sample frequency 1x per minute), per 3 months""	""""	""ISPRQ InsightNow Platform, recurring per 3 months""	""""	""""	""""	""""	""""	""15,00""
""MSGSMPRQ-0001S""	""MUN""	""Acquire measurements class A (maximum sample frequency 1x per second), per 3 months""	""""	""ISPRQ InsightNow Platform, recurring per 3 months""	""""	""""	""""	""""	""""	""37,50""
""MSGSMPRQ-0004H""	""MUN""	""Acquire measurements class E (maximum sample frequency 1x per 4 hours), per 3 months""	""""	""ISPRQ InsightNow Platform, recurring per 3 months""	""""	""""	""""	""""	""""	""2,25""
""MSGSMPRQ-0010M""	""MUN""	""Acquire measurements class C (maximum sample frequency 1x per 10 minutes), per 3 months""	""""	""ISPRQ InsightNow Platform, recurring per 3 months""	""""	""""	""""	""""	""""	""6,00""
""MSGSMPRQ-100MS""	""MUN""	""Acquire measurements class AA (maximum sample frequency 10x per second), per 3 months""	""""	""ISPRQ InsightNow Platform, recurring per 3 months""	""""	""""	""""	""""	""""	""60,00""
""MSGSMPRY-0001D""	""MUN""	""Acquire measurements class F (maximum sample frequency 1x per day), per year""	""""	""ISPRY InsightNow Platform, recurring per year""	""""	""""	""""	""""	""""	""6,00""
""MSGSMPRY-0001H""	""MUN""	""Acquire measurements class D (maximum sample frequency 1x per hour), per year""	""""	""ISPRY InsightNow Platform, recurring per year""	""""	""""	""""	""""	""""	""12,00""
""MSGSMPRY-0001M""	""MUN""	""Acquire measurements class B (maximum sample frequency 1x per minute), per year""	""""	""ISPRY InsightNow Platform, recurring per year""	""""	""""	""""	""""	""""	""60,00""
""MSGSMPRY-0001S""	""MUN""	""Acquire measurements class A (maximum sample frequency 1x per second), per year""	""""	""ISPRY InsightNow Platform, recurring per year""	""""	""""	""""	""""	""""	""150,00""
""MSGSMPRY-0004H""	""MUN""	""Acquire measurements class E (maximum sample frequency 1x per 4 hours), per year""	""""	""ISPRY InsightNow Platform, recurring per year""	""""	""""	""""	""""	""""	""9,00""
""MSGSMPRY-0010M""	""MUN""	""Acquire measurements class C (maximum sample frequency 1x per 10 minutes), per year""	""""	""ISPRY InsightNow Platform, recurring per year""	""""	""""	""""	""""	""""	""24,00""
""MSGSMPRY-100MS""	""MUN""	""Acquire measurements class AA (maximum sample frequency 10x per second), per year""	""""	""ISPRY InsightNow Platform, recurring per year""	""""	""""	""""	""""	""""	""240,00""
""MSGSSCAPEN""	""MUN""	""SoundScape setup, eenmalig""	""""	""ISPN InsightNow Platform, non-recurring""	""""	""Noise""	""""	""""	""""	""2.500,00""
""MSGSSCAPEN""	""MUN""	""SoundScape setup, eenmalig""	""""	""ISPRY InsightNow Platform, recurring per year""	""""	""Noise""	""""	""""	""""	""2.500,00""
""MSGTHEMEN""	""MUN""	""Eigen uitstraling (themes), eenmalig""	""""	""ISPN InsightNow Platform, non-recurring""	""""	""Noise""	""""	""""	""""	""1.500,00""
""MSGTHEMEN""	""MUN""	""Eigen uitstraling (themes), eenmalig""	""""	""ISPRY InsightNow Platform, recurring per year""	""""	""Noise""	""""	""""	""""	""1.000,00""
""MSGWIRQCI""	""MUN""	""Service Level for Model GWI, per 3 months carry-in""	""""	""ISNRQ-CI InsightNow Network, recurring per 3 months""	""""	""""	""""	""""	""""	""8,30""
""MSGWIRQCI-3G""	""MUN""	""Service Level for Model GWI, per 3 months carry-in""	""""	""ISNRQ-CI InsightNow Network, recurring per 3 months""	""""	""""	""""	""""	""""	""10,40""
""MSGWIRQFS""	""MUN""	""Service Level for Model GWI, per 3 months full service""	""""	""ISNRQ-FS InsightNow Network, recurring per 3 months, full s""	""""	""""	""""	""""	""""	""17,78""
""MSGWIRQFS-3G""	""MUN""	""Service Level for Model GWI, per 3 months full service""	""""	""ISNRQ-FS InsightNow Network, recurring per 3 months, full s""	""""	""""	""""	""""	""""	""22,28""
""MSGWIRYCI""	""MUN""	""Service Level for Model GWI, per year, carry-in""	""""	""ISNRY-CI InsightNow Network, recurring per year""	""""	""""	""""	""""	""""	""33,18""
""MSGWIRYCI-3G""	""MUN""	""Service Level for Model GWI, per year, carry-in""	""""	""ISNRY-CI InsightNow Network, recurring per year""	""""	""""	""""	""""	""""	""41,58""
""MSGWIRYFS""	""MUN""	""Service Level for Model GWI, per year, full service""	""""	""ISNRY-FS InsightNow Network, recurring per year, full serv""	""""	""""	""""	""""	""""	""75,37""
""MSGWIRYFS-3G""	""MUN""	""Service Level for Model GWI, per year, full service""	""""	""ISNRY-FS InsightNow Network, recurring per year, full serv""	""""	""""	""""	""""	""""	""94,45""
""MSGWORQCI""	""MUN""	""Service Level for Model GWO, per 3 months carry-in""	""""	""ISNRQ-CI InsightNow Network, recurring per 3 months""	""""	""""	""""	""""	""""	""14,60""
""MSGWORQCI-3G""	""MUN""	""Service Level for Model GWO, per 3 months carry-in""	""""	""ISNRQ-CI InsightNow Network, recurring per 3 months""	""""	""""	""""	""""	""""	""19,85""
""MSGWORQFS""	""MUN""	""Service Level for Model GWO, per 3 months full service""	""""	""ISNRQ-FS InsightNow Network, recurring per 3 months, full s""	""""	""""	""""	""""	""""	""31,28""
""MSGWORQFS-3G""	""MUN""	""Service Level for Model GWO, per 3 months full service""	""""	""ISNRQ-FS InsightNow Network, recurring per 3 months, full s""	""""	""""	""""	""""	""""	""42,53""
""MSGWORYCI""	""MUN""	""Service Level for Model GWO, per year, carry-in""	""""	""ISNRY-CI InsightNow Network, recurring per year""	""""	""""	""""	""""	""""	""61,88""
""MSGWORYCI-3G""	""MUN""	""Service Level for Model GWO, per year, carry-in""	""""	""ISNRY-CI InsightNow Network, recurring per year""	""""	""""	""""	""""	""""	""79,38""
""MSGWORYFS""	""MUN""	""Service Level for Model GWO, per year, full service""	""""	""ISNRY-FS InsightNow Network, recurring per year, full serv""	""""	""""	""""	""""	""""	""125,10""
""MSGWORYFS-3G""	""MUN""	""Service Level for Model GWO, per year, full service""	""""	""ISNRY-FS InsightNow Network, recurring per year, full serv""	""""	""""	""""	""""	""""	""170,10""
""MSID1A-6464-P4""	""MUN""	""Model ID1, outdoor information display P4 640x640 mm, Remote controller + battery 480 Wh""	""LedXtra BV""	""ISNN InsightNow Network, non recurring""	""""	""Noise""	""""	""""	""""	""6.795,00""
""MSID1A-6464-P8""	""MUN""	""Model ID1, outdoor information display P8 640x640 mm, Remote controller + battery 480 Wh""	""LedXtra BV""	""ISNN InsightNow Network, non recurring""	""""	""Noise""	""""	""""	""""	""6.295,00""
""MSID1FS""	""MUN""	""Service Level for Model ID1(information Display), per year, full service""	""""	""ISNRY-FS InsightNow Network, recurring per year, full serv""	""""	""Noise""	""""	""""	""""	""500,00""
""MSIDC-CUBE""	""MUN""	""Model IDC, Outdoor standaard+solar voorziening 24V. Krikbaar (6240 Wh)""	""""	""ISNN InsightNow Network, non recurring""	""""	""Noise""	""""	""""	""""	""8.995,00""
