""Volgnr.""	""Debiteur nr.""	""Debiteur""	""Project""	""Intern steekwoord""	""account manager""	""Factuurdatum""	""Periode""	""Tot. vrk. ex. BTW (CC)""	""Tot. vrk. in. BTW (CC)""	""Betaald (CC)""	""Openstaand (CC)""
""VFA1900834""	""DE1600012""	""Waterschap Rijn en IJssel""	""SCA190315 Wildenborch_deel2""	""""	""Irene Barten""	""15-04-2019""	""2019/04""	""5.886,70""	""7.122,91""	""7.122,91""	""0,00""
""VFA1900833""	""DE1700094""	""DITSS""	""SCA190322 DITSS""	""""	""George Boersma""	""15-04-2019""	""2019/04""	""3.183,69""	""3.852,26""	""3.852,26""	""0,00""
""VFA1900832""	""A0000""	""Aveco de Bondt B.V.""	""SCA170095 AVECO_portal-projectnummer 215753 250""	""""	""Hans Mulder""	""09-04-2019""	""2019/04""	""-741,11""	""-896,74""	""-896,74""	""0,00""
""VFA1900831""	""A0000""	""Aveco de Bondt B.V.""	""SCA170095 AVECO_portal-projectnummer 215753 250""	""""	""Hans Mulder""	""09-04-2019""	""2019/04""	""-744,88""	""-901,30""	""-901,30""	""0,00""
""VFA1900830""	""DE1700134""	""City Pads Amsterdam 2 BV""	""""	""""	""Irene Barten""	""09-04-2019""	""2019/04""	""430,00""	""520,30""	""520,30""	""0,00""
""VFA1900829""	""DE1700134""	""City Pads Amsterdam 2 BV""	""""	""""	""Irene Barten""	""09-04-2019""	""2019/04""	""-430,00""	""-520,30""	""-520,30""	""0,00""
""VFA1900828""	""G0002""	""Gemeente Almere""	""SCA190313 14x CS4+ 3x ZGD""	""""	""Irene Barten""	""03-04-2019""	""2019/04""	""349,30""	""422,65""	""422,65""	""0,00""
""VFA1900827""	""DE1900196""	""Optimaclima b.v.b.a.""	""SCA190313 14x CS4+ 3x ZGD""	""""	""Irene Barten""	""03-04-2019""	""2019/04""	""-349,30""	""-422,65""	""-422,65""	""0,00""
""VFA1900826""	""DE1600068""	""AKRON""	""SCA180224 D2S Internationaal -2xSPA-1xPSC""	""""	""Mirjam Stevens""	""28-03-2019""	""2019/03""	""714,00""	""714,00""	""714,00""	""0,00""
""VFA1900825""	""DE1800153""	""VOF Wolleswinkel - Hanskamp""	""SCA180231 VOF Wolleswinkel - Hanskamp; Grondwater meetpunten""	""""	""""	""28-03-2019""	""2019/03""	""1.062,00""	""1.285,02""	""1.285,02""	""0,00""
""VFA1900824""	""DE1700093""	""Norlandia Kinderopvang""	""SCA170104 Norlandia Kinderopvang, binnenklimaat""	""""	""Mirjam Stevens""	""28-03-2019""	""2019/03""	""657,43""	""795,49""	""795,49""	""0,00""
""VFA1900823""	""A0007""	""Omgevingsdienst Brabant Noord""	""SCA160030 OD Brabant Noord, geluid Klasse 1""	""""	""Sander den Houdijker""	""28-03-2019""	""2019/03""	""3.039,14""	""3.677,36""	""3.677,36""	""0,00""
""VFA1900822""	""A0007""	""Omgevingsdienst Brabant Noord""	""SCA160031 OD Brabant Noord, geluid""	""""	""Irene Barten""	""28-03-2019""	""2019/03""	""3.674,40""	""4.446,02""	""4.446,02""	""0,00""
""VFA1900821""	""DE1700101""	""Nederlandse Stichting Geluidshinder""	""SCA180219 NSG-Geluidmeetset""	""""	""""	""28-03-2019""	""2019/03""	""632,46""	""765,28""	""765,28""	""0,00""
""VFA1900820""	""DE1800159""	""BOOT organiserend ingenieursburo B.V. VERVALLEN (dubbele debiteur) (niet meer gebruiken; DE1800152 gebruiken)""	""SCA190317 Boot 1xLV5""	""""	""Irene Barten""	""28-03-2019""	""2019/03""	""611,40""	""739,79""	""739,79""	""0,00""
""VFA1900819""	""A0000""	""Aveco de Bondt B.V.""	""""	""""	""Hans Mulder""	""28-03-2019""	""2019/03""	""60.939,42""	""73.736,70""	""73.736,70""	""0,00""
""VFA1900818""	""G0014""	""Gemeente Amsterdam""	""""	""""	""George Boersma""	""28-03-2019""	""2019/03""	""12.973,25""	""15.697,63""	""15.697,63""	""0,00""
""VFA1900817""	""A0000""	""Aveco de Bondt B.V.""	""""	""""	""Hans Mulder""	""26-03-2019""	""2019/03""	""60.939,42""	""73.736,70""	""73.736,70""	""0,00""
""VFA1900816""	""DE1800167""	""KIWA Compliance""	""""	""""	""""	""26-03-2019""	""2019/03""	""20,00""	""24,20""	""24,20""	""0,00""
""VFA1900815""	""B0013""	""PrimeVision BV""	""SCA160007 Prime Vision - Vaarbewegingen Amsterdam""	""""	""George Boersma""	""25-03-2019""	""2019/03""	""2.644,41""	""3.199,74""	""3.199,74""	""0,00""
""VFA1900814""	""B0013""	""PrimeVision BV""	""SCA160007 Prime Vision - Vaarbewegingen Amsterdam""	""""	""George Boersma""	""25-03-2019""	""2019/03""	""-10.577,64""	""-12.798,94""	""-12.798,94""	""0,00""
""VFA1900813""	""G0003""	""Gemeente Alkmaar""	""SCA160014 Gemeente Alkmaar, geluid""	""""	""George Boersma""	""19-03-2019""	""2019/03""	""-8.573,70""	""-10.374,18""	""-10.374,18""	""0,00""
""VFA1900812""	""DE1900200""	""Amerpodia BV""	""SCA160008 Het Compagnietheater, geluid""	""""	""Sander den Houdijker""	""19-03-2019""	""2019/03""	""167,00""	""202,07""	""202,07""	""0,00""
""VFA1900811""	""H0099""	""Het Compagnietheater""	""SCA160008 Het Compagnietheater, geluid""	""""	""Sander den Houdijker""	""19-03-2019""	""2019/03""	""-167,00""	""-202,07""	""-202,07""	""0,00""
""VFA1900810""	""DE1800177""	""Xylem Water Solutions Nederland B.V.""	""SCA180287 CS4 meters""	""""	""Irene Barten""	""14-03-2019""	""2019/03""	""2.205,50""	""2.668,66""	""2.668,66""	""0,00""
""VFA1900809""	""A0002""	""Alcedo Beheer BV""	""""	""""	""George Boersma""	""14-03-2019""	""2019/03""	""1.180,75""	""1.428,71""	""1.428,71""	""0,00""
""VFA1900808""	""A0002""	""Alcedo Beheer BV""	""SCA190312 8x LV5  Antwerpen""	""""	""Irene Barten""	""14-03-2019""	""2019/03""	""4.149,60""	""5.021,02""	""5.021,02""	""0,00""
""VFA1900807""	""DE1800184""	""WML Limburgs Drinkwater NV Waterleiding Maatschappij Limburg""	""SCA180305 17 waterniveau meters inclusief portal""	""""	""Mirjam Stevens""	""14-03-2019""	""2019/03""	""2.389,74""	""2.891,59""	""2.891,59""	""0,00""
""VFA1900806""	""A0000""	""Aveco de Bondt B.V.""	""""	""""	""Hans Mulder""	""13-03-2019""	""2019/03""	""1.080,00""	""1.306,80""	""1.306,80""	""0,00""
""VFA1900805""	""DE1700093""	""Norlandia Kinderopvang""	""SCA180286 Binnenklimaat Norlandia optie 2""	""""	""Irene Barten""	""13-03-2019""	""2019/03""	""807,90""	""977,56""	""977,56""	""0,00""
""VFA1900804""	""DE1900197""	""InsightAir""	""""	""""	""Mirjam Stevens""	""13-03-2019""	""2019/03""	""590,00""	""590,00""	""590,00""	""0,00""
""VFA1900803""	""DE1900196""	""Optimaclima b.v.b.a.""	""SCA190313 14x CS4+ 3x ZGD""	""""	""Irene Barten""	""13-03-2019""	""2019/03""	""4.670,50""	""5.651,31""	""5.651,31""	""0,00""
""VFA1900802""	""B0008""	""Tele Event Service B.V.""	""""	""""	""George Boersma""	""13-03-2019""	""2019/03""	""800,00""	""968,00""	""968,00""	""0,00""
""VFA1900801""	""A0000""	""Aveco de Bondt B.V.""	""SCA170095 AVECO_portal-projectnummer 215753 250""	""""	""Hans Mulder""	""14-03-2019""	""2019/03""	""29.355,35""	""35.519,97""	""35.519,97""	""0,00""
""VFA1900800""	""DE1900199""	""AUTO1 European Cars B.V.""	""""	""""	""""	""12-03-2019""	""2019/03""	""2.366,11""	""2.862,99""	""2.862,99""	""0,00""
""VFA1900799""	""DE1600012""	""Waterschap Rijn en IJssel""	""SCA180289 Wrij 9xLV5A-Project Hilgelo""	""""	""Irene Barten""	""07-03-2019""	""2019/03""	""5.298,03""	""6.410,62""	""6.410,62""	""0,00""
""VFA1900798""	""A0000""	""Aveco de Bondt B.V.""	""""	""""	""Hans Mulder""	""07-03-2019""	""2019/03""	""2.970,10""	""3.593,82""	""3.593,82""	""0,00""
""VFA1900797""	""A0000""	""Aveco de Bondt B.V.""	""SCA170095 AVECO_portal-projectnummer 215753 250""	""""	""Hans Mulder""	""07-03-2019""	""2019/03""	""-7.165,14""	""-8.669,82""	""-8.669,82""	""0,00""
""VFA1900796""	""A0000""	""Aveco de Bondt B.V.""	""SCA170095 AVECO_portal-projectnummer 215753 250""	""""	""Hans Mulder""	""07-03-2019""	""2019/03""	""27.563,55""	""33.351,90""	""33.351,90""	""0,00""
""VFA1900795""	""DE1600049""	""Eltodo a.s.""	""SCA170085 Eltodo, geluid""	""""	""George Boersma""	""05-03-2019""	""2019/03""	""45,00""	""45,00""	""45,00""	""0,00""
""VFA1900794""	""DE1600049""	""Eltodo a.s.""	""SCA170085 Eltodo, geluid""	""""	""George Boersma""	""05-03-2019""	""2019/03""	""-45,00""	""-45,00""	""-45,00""	""0,00""
""VFA1900793""	""DE1700146""	""Cluster Dienstverlening Gemeente Rotterdam Gebied Overschie""	""SCA170206 Fijnstof metingen luchtmeetnet Rotterdam""	""""	""""	""05-03-2019""	""2019/03""	""-2.331,12""	""-2.820,66""	""-2.820,66""	""0,00""
""VFA1900792""	""B0007""	""Ahoy Rotterdam""	""""	""""	""Irene Barten""	""19-02-2019""	""2019/02""	""4.618,75""	""5.588,69""	""5.588,69""	""0,00""
""VFA1900791""	""A0000""	""Aveco de Bondt B.V.""	""""	""""	""Hans Mulder""	""19-02-2019""	""2019/02""	""31.087,00""	""37.615,27""	""37.615,27""	""0,00""
""VFA1900790""	""DE1700144""	""Gemeente Vlaardingen""	""SCA170201 Vuurwerkdetectie Vlaardingen""	""""	""Mirjam Stevens""	""14-02-2019""	""2019/02""	""-2.975,00""	""-3.599,75""	""-3.599,75""	""0,00""
""VFA1900789""	""DE1800161""	""Gemeente Valkenswaard""	""SCA180243 Geluidsmonitoring Eurocirquit""	""""	""Irene Barten""	""14-02-2019""	""2019/02""	""310,00""	""375,10""	""375,10""	""0,00""
""VFA1900788""	""DE1900189""	""Tower Leisure B.V.""	""SCA190311 Horecasensekit""	""""	""Irene Barten""	""14-02-2019""	""2019/02""	""1.675,00""	""2.026,75""	""2.026,75""	""0,00""
""VFA1900787""	""DE1900191""	""Scouting Mierlo""	""SCA190310 geluidsmetingen scouting terrein""	""""	""Irene Barten""	""13-02-2019""	""2019/02""	""2.076,00""	""2.511,96""	""2.511,96""	""0,00""
""VFA1900786""	""DE1600012""	""Waterschap Rijn en IJssel""	""SCA170099 Waterschap Rijn en IJssel""	""""	""Omar Jarmohamed""	""12-02-2019""	""2019/02""	""1.018,20""	""1.232,02""	""1.232,02""	""0,00""
""VFA1900785""	""G0022""	""Gemeente Papendrecht""	""SCA160013 Gemeente Papendrecht, water""	""""	""Hans Mulder""	""12-02-2019""	""2019/02""	""2.388,75""	""2.890,39""	""2.890,39""	""0,00""
""VFA1900784""	""M0002""	""Stichting RES Axel""	""SCA160018 Stichting Res Axel, geluid""	""""	""George Boersma""	""12-02-2019""	""2019/02""	""595,00""	""719,95""	""719,95""	""0,00""
""VFA1900783""	""G0002""	""Gemeente Almere""	""SCA170194 Periodieke kosten - binnenklimaat metingen scholen""	""""	""Mirjam Stevens""	""12-02-2019""	""2019/02""	""509,60""	""616,62""	""616,62""	""0,00""
""VFA1900782""	""DE1700146""	""Cluster Dienstverlening Gemeente Rotterdam Gebied Overschie""	""SCA170206 Fijnstof metingen luchtmeetnet Rotterdam""	""""	""""	""12-02-2019""	""2019/02""	""2.331,12""	""2.820,66""	""2.820,66""	""0,00""
""VFA1900781""	""DE1700136""	""Smallsteps B.V.""	""SCA180213 3 CO2 meters""	""""	""""	""12-02-2019""	""2019/02""	""67,36""	""81,51""	""81,51""	""0,00""
""VFA1900780""	""DE1700114""	""RN Entertainment""	""SCA180217 Extra SP4 meter in de portal""	""""	""""	""12-02-2019""	""2019/02""	""180,00""	""217,80""	""217,80""	""0,00""
""VFA1900779""	""DE1600006""	""Gemeente Hengelo""	""SCA170086 Gemeente Hengelo, geluid""	""""	""Sander den Houdijker""	""12-02-2019""	""2019/02""	""180,00""	""217,80""	""217,80""	""0,00""
""VFA1900778""	""DE1600027""	""Gemeente Horst aan de Maas""	""SCA170063 Gemeente Horst aan de Maas, geluid""	""""	""Omar Jarmohamed""	""12-02-2019""	""2019/02""	""4.905,04""	""5.935,10""	""5.935,10""	""0,00""
""VFA1900777""	""DE1600018""	""Oasen""	""SCA170093 Oasen, Water""	""""	""Hans Mulder""	""12-02-2019""	""2019/02""	""13.475,00""	""16.304,75""	""16.304,75""	""0,00""
""VFA1900776""	""DE1700093""	""Norlandia Kinderopvang""	""SCA180286 Binnenklimaat Norlandia optie 2""	""""	""Irene Barten""	""11-02-2019""	""2019/02""	""5.624,50""	""6.805,65""	""6.805,65""	""0,00""
""VFA1900775""	""DE1600030""	""Gemeente Bladel""	""""	""""	""Irene Barten""	""11-02-2019""	""2019/02""	""395,00""	""477,95""	""477,95""	""0,00""
""VFA1900774""	""DE1800157""	""Reykjavik Public Health Authority""	""""	""""	""""	""07-02-2019""	""2019/02""	""450,00""	""450,00""	""450,00""	""0,00""
""VFA1900773""	""A0002""	""Alcedo Beheer BV""	""SCA190309  7x SPA- Geluidsmetingen Belgie""	""Geluid""	""George Boersma""	""06-02-2019""	""2019/02""	""31.766,27""	""38.437,19""	""38.437,19""	""0,00""
""VFA1900772""	""DE1700101""	""Nederlandse Stichting Geluidshinder""	""""	""Psy-Fi 2018""	""Ellen Brackel""	""04-02-2019""	""2019/02""	""671,25""	""812,21""	""812,21""	""0,00""
""VFA1900771""	""DE1700139""	""Frisia Zout BV European Salt Company""	""""	""""	""Mirjam Stevens""	""04-02-2019""	""2019/02""	""1.050,00""	""1.270,50""	""1.270,50""	""0,00""
""VFA1900770""	""A0002""	""Alcedo Beheer BV""	""SCA190308 3x SPA met ingebouwde LTE-M""	""Geluid""	""George Boersma""	""31-01-2019""	""2019/01""	""20.922,51""	""25.316,24""	""25.316,24""	""0,00""
""VFA1900769""	""DE1600072""	""Amplitude Acoustics""	""SCA190307 noise measurement Dublin, distributeur Ierland""	""noise measurement Dublin, distributeur Ierland""	""Mirjam Stevens""	""31-01-2019""	""2019/01""	""10.488,00""	""10.488,00""	""10.488,00""	""0,00""
""VFA1900768""	""DE1600068""	""AKRON""	""""	""""	""George Boersma""	""31-01-2019""	""2019/01""	""5.375,10""	""5.375,10""	""5.375,10""	""0,00""
""VFA1900767""	""A0000""	""Aveco de Bondt B.V.""	""""	""""	""Hans Mulder""	""31-01-2019""	""2019/01""	""1.080,00""	""1.306,80""	""1.306,80""	""0,00""
""VFA1900766""	""G0026""	""Stad Leuven""	""""	""Horecasense Leuven""	""George Boersma""	""29-01-2019""	""2019/01""	""-90,00""	""-90,00""	""-90,00""	""0,00""
""VFA1900765""	""G0023""	""Gemeente Hendrik-Ido-Ambacht""	""SCA170094 Hendrik Ido Ambacht, water""	""""	""Hans Mulder""	""24-01-2019""	""2019/01""	""2.778,75""	""3.362,29""	""3.362,29""	""0,00""
""VFA1900764""	""DE1600068""	""AKRON""	""SCA170195 DP WORLD / LCT LIEGE - 1x SPA""	""""	""George Boersma""	""24-01-2019""	""2019/01""	""675,00""	""675,00""	""675,00""	""0,00""
""VFA1900763""	""DE1600068""	""AKRON""	""SCA170197 Gemeente Wichelen-SP4""	""""	""George Boersma""	""24-01-2019""	""2019/01""	""585,00""	""585,00""	""585,00""	""0,00""
""VFA1900762""	""A0019""	""Eco Environmental & Acoustic Engineering""	""SCA170186 Vibration Monitoring""	""""	""""	""24-01-2019""	""2019/01""	""10.500,00""	""10.500,00""	""10.500,00""	""0,00""
""VFA1900761""	""G0026""	""Stad Leuven""	""""	""Horecasense Leuven""	""George Boersma""	""24-01-2019""	""2019/01""	""165,00""	""165,00""	""165,00""	""0,00""
""VFA1900760""	""DE1600069""	""MIP Electronics""	""SCA180232 Ramboll Finland Oy- 3x SPA-Ramboll Finland Oy""	""""	""Mirjam Stevens""	""23-01-2019""	""2019/01""	""1.575,00""	""1.575,00""	""1.575,00""	""0,00""
""VFA1900759""	""A0000""	""Aveco de Bondt B.V.""	""""	""""	""Hans Mulder""	""22-01-2019""	""2019/01""	""53.819,32""	""65.121,38""	""65.121,38""	""0,00""
""VFA1900758""	""A0002""	""Alcedo Beheer BV""	""""	""Geluid""	""George Boersma""	""22-01-2019""	""2019/01""	""80,00""	""96,80""	""96,80""	""0,00""
""VFA1900757""	""O0004""	""Mylaps sports timing BV""	""SCA160020 MCC Neerijnen""	""""	""George Boersma""	""10-01-2019""	""2019/01""	""1.665,99""	""2.015,85""	""2.015,85""	""0,00""
""VFA1900756""	""A0008""	""LBP Sight""	""SCA160042 LBP sight - 111116""	""""	""George Boersma""	""10-01-2019""	""2019/01""	""537,84""	""650,79""	""650,79""	""0,00""
""VFA1900755""	""DE1600012""	""Waterschap Rijn en IJssel""	""SCA170065 Waterschap Rijn en IJssel, GGOR Hallerlaak""	""""	""Omar Jarmohamed""	""10-01-2019""	""2019/01""	""889,69""	""1.076,52""	""1.076,52""	""0,00""
""VFA1900754""	""DE1700135""	""Sagatron""	""SCA170175 Sagatron Noise monitoring class 1""	""""	""""	""10-01-2019""	""2019/01""	""524,16""	""524,16""	""524,16""	""0,00""
""VFA1900753""	""H0097""	""Lichtfabriek Haarlem BV""	""SCA160041 Lichtfabriek, geluid""	""""	""Sander den Houdijker""	""10-01-2019""	""2019/01""	""167,00""	""202,07""	""202,07""	""0,00""
""VFA1900752""	""H0099""	""Het Compagnietheater""	""SCA160008 Het Compagnietheater, geluid""	""""	""Sander den Houdijker""	""10-01-2019""	""2019/01""	""167,00""	""202,07""	""202,07""	""0,00""
""VFA1900751""	""B0013""	""PrimeVision BV""	""SCA160007 Prime Vision - Vaarbewegingen Amsterdam""	""""	""George Boersma""	""10-01-2019""	""2019/01""	""10.577,64""	""12.798,94""	""12.798,94""	""0,00""
""VFA1900750""	""DE1600014""	""Provincie Utrecht""	""SCA170124 Provincie Utrecht, uitbreiding netwerk,""	""""	""Omar Jarmohamed""	""10-01-2019""	""2019/01""	""3.452,50""	""4.177,53""	""4.177,53""	""0,00""
""VFA1900749""	""O0002""	""Flokk B.V. (voorheen Scandinavian Business Seating BV)""	""SCA160029 BMA Ergonomics, OEM""	""""	""George Boersma""	""10-01-2019""	""2019/01""	""10.224,00""	""12.371,04""	""12.371,04""	""0,00""
""VFA1900748""	""DE1600030""	""Gemeente Bladel""	""SCA170069 1x SPA-OGD ZO-Brabant""	""""	""Sander den Houdijker""	""10-01-2019""	""2019/01""	""1.616,40""	""1.955,84""	""1.955,84""	""0,00""
""VFA1900747""	""DE1800148""	""Gemeente Peel en Maas""	""SCA180216 Complete klasse 1 set""	""""	""""	""10-01-2019""	""2019/01""	""1.627,08""	""1.968,77""	""1.968,77""	""0,00""
""VFA1900746""	""G0000""	""Gemeente Eindhoven""	""SCA170139 Opdracht Hosting Bollards""	""""	""""	""10-01-2019""	""2019/01""	""7.800,00""	""9.438,00""	""9.438,00""	""0,00""
""VFA1900745""	""G0003""	""Gemeente Alkmaar""	""SCA160014 Gemeente Alkmaar, geluid""	""""	""George Boersma""	""10-01-2019""	""2019/01""	""8.573,70""	""10.374,18""	""10.374,18""	""0,00""
""VFA1900744""	""A0012""	""Omgevingsdienst Flevoland & Gooi en Vechtstreek""	""SCA160002 OD Flevoland, geluid""	""""	""George Boersma""	""10-01-2019""	""2019/01""	""5.856,00""	""7.085,76""	""7.085,76""	""0,00""
""VFA1900743""	""DE1600028""	""Vitens N.V.""	""SCA170082 Vitens, water""	""""	""Omar Jarmohamed""	""09-01-2019""	""2019/01""	""750,00""	""907,50""	""907,50""	""0,00""
""VFA1900742""	""DE1600028""	""Vitens N.V.""	""SCA170076 Vitens, water""	""""	""Omar Jarmohamed""	""09-01-2019""	""2019/01""	""3.410,16""	""4.126,29""	""4.126,29""	""0,00""
""VFA1900741""	""DE1600028""	""Vitens N.V.""	""SCA170075 Vitens, water""	""""	""Omar Jarmohamed""	""09-01-2019""	""2019/01""	""907,15""	""1.097,65""	""1.097,65""	""0,00""
""VFA1900740""	""DE1700132""	""Provincie Limburg""	""SCA160045 Provincie Limburg, water""	""""	""Omar Jarmohamed""	""09-01-2019""	""2019/01""	""1.106,34""	""1.338,67""	""1.338,67""	""0,00""
""VFA1900739""	""G0010""	""Gemeente Leiden""	""SCA160028 Gemeente Leiden, geluid""	""""	""Sander den Houdijker""	""09-01-2019""	""2019/01""	""3.479,31""	""4.209,97""	""4.209,97""	""0,00""
""VFA1900738""	""G0017""	""Gemeente Diemen""	""SCA170072 Gemeente Diemen, geluid""	""""	""Sander den Houdijker""	""09-01-2019""	""2019/01""	""2.398,44""	""2.902,11""	""2.902,11""	""0,00""
""VFA1900737""	""DE1600050""	""Kiwa Compliance""	""SCA170067 Safer Spaces, Co2""	""""	""George Boersma""	""09-01-2019""	""2019/01""	""2.313,90""	""2.799,82""	""2.799,82""	""0,00""
""VFA1900736""	""A0002""	""Alcedo Beheer BV""	""SCA170090 4x LV4""	""""	""Omar Jarmohamed""	""09-01-2019""	""2019/01""	""648,44""	""784,61""	""784,61""	""0,00""
""VFA1900735""	""A0002""	""Alcedo Beheer BV""	""SCA160009 Alcedo, geluid""	""""	""Omar Jarmohamed""	""09-01-2019""	""2019/01""	""3.945,12""	""4.773,60""	""4.773,60""	""0,00""
""VFA1800734""	""A0002""	""Alcedo Beheer BV""	""SCA160009 Alcedo, geluid""	""""	""Omar Jarmohamed""	""31-12-2018""	""2018/12""	""-986,28""	""-1.193,40""	""-1.193,40""	""0,00""
""VFA1800733""	""A0000""	""Aveco de Bondt B.V.""	""SCA170095 AVECO_portal-projectnummer 215753 250""	""""	""Hans Mulder""	""31-12-2018""	""2018/12""	""19.221,25""	""23.257,71""	""23.257,71""	""0,00""
""VFA1800732""	""DE1600049""	""Eltodo a.s.""	""SCA170085 Eltodo, geluid""	""""	""George Boersma""	""31-12-2018""	""2018/12""	""45,00""	""45,00""	""45,00""	""0,00""
""VFA1800731""	""DE1600049""	""Eltodo a.s.""	""SCA170085 Eltodo, geluid""	""Eltodo, geluid""	""George Boersma""	""31-12-2018""	""2018/12""	""-107,50""	""-107,50""	""-107,50""	""0,00""
""VFA1800730""	""DE1800184""	""WML Limburgs Drinkwater NV Waterleiding Maatschappij Limburg""	""SCA180305 17 waterniveau meters inclusief portal""	""""	""Mirjam Stevens""	""31-12-2018""	""2018/12""	""12.288,05""	""14.868,54""	""14.868,54""	""0,00""
""VFA1800729""	""DE1800183""	""Gemeente Venray""	""SCA180291 Permanente geluidsmetingen""	""""	""Irene Barten""	""31-12-2018""	""2018/12""	""27.239,90""	""32.960,28""	""32.960,28""	""0,00""
""VFA1800728""	""G0029""	""Gemeente Amsterdam Stadsdeel West""	""SCA170091 Gemeente Amsterdam-West""	""""	""Mirjam Stevens""	""27-12-2018""	""2018/12""	""2.160,00""	""2.613,60""	""2.613,60""	""0,00""
""VFA1800727""	""G0029""	""Gemeente Amsterdam Stadsdeel West""	""SCA160026 Gemeente Amsterdam West, geluid""	""""	""George Boersma""	""27-12-2018""	""2018/12""	""2.025,70""	""2.451,10""	""2.451,10""	""0,00""
""VFA1800726""	""G0029""	""Gemeente Amsterdam Stadsdeel West""	""SCA160025 Gemeente Amsterdam West, geluid""	""""	""George Boersma""	""27-12-2018""	""2018/12""	""13.146,90""	""15.907,75""	""15.907,75""	""0,00""
""VFA1800725""	""O0008""	""MK-Illumination AB""	""SCA170173 MK-Illumination 131x LC4""	""""	""""	""27-12-2018""	""2018/12""	""471,60""	""471,60""	""471,60""	""0,00""
""VFA1800724""	""DE1700129""	""Bewonersvereniging Hillegersberg-Schiebroek""	""SCA170179 Fijnstof metingen luchtmeetnet Hillegersberg-Schie""	""""	""Mirjam Stevens""	""27-12-2018""	""2018/12""	""2.683,02""	""3.246,45""	""3.246,45""	""0,00""
""VFA1800723""	""DE1600025""	""Gemeente Den Haag""	""SCA170202 GGD Online binnenklimaat meet sets""	""""	""Mirjam Stevens""	""27-12-2018""	""2018/12""	""779,40""	""943,07""	""943,07""	""0,00""
""VFA1800722""	""DE1800159""	""BOOT organiserend ingenieursburo B.V. VERVALLEN (dubbele debiteur) (niet meer gebruiken; DE1800152 gebruiken)""	""SCA180303 4x waterniveau meters inclusief portal""	""""	""Irene Barten""	""27-12-2018""	""2018/12""	""3.057,00""	""3.698,97""	""3.698,97""	""0,00""
""VFA1800721""	""DE1800159""	""BOOT organiserend ingenieursburo B.V. VERVALLEN (dubbele debiteur) (niet meer gebruiken; DE1800152 gebruiken)""	""""	""""	""Irene Barten""	""27-12-2018""	""2018/12""	""-115,41""	""-139,65""	""-139,65""	""0,00""
""VFA1800720""	""DE1800159""	""BOOT organiserend ingenieursburo B.V. VERVALLEN (dubbele debiteur) (niet meer gebruiken; DE1800152 gebruiken)""	""SCA180265 13 waterniveau meters""	""""	""Irene Barten""	""27-12-2018""	""2018/12""	""-500,11""	""-605,13""	""-605,13""	""0,00""
""VFA1800719""	""DE1800159""	""BOOT organiserend ingenieursburo B.V. VERVALLEN (dubbele debiteur) (niet meer gebruiken; DE1800152 gebruiken)""	""SCA180263 7 waterniveau meters inclusief portal""	""""	""Irene Barten""	""27-12-2018""	""2018/12""	""-269,29""	""-325,84""	""-325,84""	""0,00""
